Path,Gender,Age,Ethnicity,Facial Emotion,Identity
datasets_with_standard_labels\RAF-DB\train\images\00010370,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010371,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010372,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010373,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010374,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010375,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010376,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010377,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010378,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010379,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010380,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010381,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010382,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010383,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010384,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010385,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010386,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010387,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010388,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010389,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010390,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010391,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010392,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010393,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010394,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010395,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010396,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010397,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010398,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010399,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010400,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010401,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010402,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010403,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010404,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010405,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010406,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010407,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010408,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010409,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010410,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010411,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010412,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010413,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010414,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010415,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010416,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010417,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010418,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010419,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010420,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010421,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010422,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010423,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010424,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010425,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010426,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010427,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010428,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010429,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010430,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010431,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010432,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010433,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010434,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010435,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010436,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010437,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010438,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010439,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010440,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010441,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010442,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010443,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010444,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010445,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010446,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010447,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010448,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010449,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010450,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010451,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010452,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010453,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010454,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010455,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010456,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010457,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010458,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010459,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010460,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010461,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010462,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010463,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010464,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010465,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010466,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010467,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010468,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010469,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010470,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010471,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010472,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010473,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010474,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010475,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010476,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010477,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010478,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010479,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010480,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010481,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010482,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010483,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010484,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010485,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010486,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010487,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010488,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010489,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010490,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010491,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010492,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010493,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010494,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010495,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010496,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010497,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010498,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010499,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010500,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010501,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010502,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010503,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010504,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010505,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010506,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010507,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010508,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010509,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010510,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010511,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010512,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010513,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010514,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010515,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010516,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010517,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010518,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010519,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010520,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010521,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010522,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010523,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010524,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010525,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010526,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010527,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010528,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010529,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010530,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010531,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010532,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010533,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010534,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010535,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010536,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010537,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010538,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010539,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010540,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010541,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010542,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010543,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010544,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010545,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010546,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010547,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010548,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010549,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010550,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010551,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010552,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010553,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010554,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010555,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010556,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010557,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010558,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010559,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010560,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010561,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010562,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010563,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010564,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010565,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010566,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010567,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010568,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010569,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010570,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010571,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010572,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010573,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010574,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010575,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010576,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010577,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010578,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010579,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010580,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010581,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010582,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010583,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010584,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010585,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010586,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010587,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010588,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010589,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010590,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010591,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010592,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010593,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010594,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010595,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010596,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010597,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010598,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010599,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010600,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010601,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010602,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010603,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010604,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010605,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010606,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010607,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010608,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010609,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010610,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010611,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010612,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010613,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010614,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010615,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010616,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010617,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010618,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010619,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010620,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010621,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010622,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010623,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010624,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010625,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010626,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010627,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010628,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010629,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010630,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010631,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010632,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010633,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010634,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010635,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010636,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010637,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010638,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010639,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010640,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010641,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010642,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010643,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010644,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010645,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010646,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010647,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010648,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010649,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010650,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010651,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010652,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010653,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010654,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010655,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010656,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010657,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010658,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010659,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010660,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010661,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010662,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010663,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010664,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010665,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010666,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010667,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010668,1,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010669,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010670,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010671,0,-100.0,-100.0,6,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00010672,1,-100.0,-100.0,6,-100.0
